"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Cyprus","CYP","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.1399993896484","58.6699981689453","61.2000007629395","63.5299987792969","64.5","63.8199996948242","65.4499969482422","67.7799987792969","68.9199981689453","69.8899993896484","69.5","69.0500030517578","71.1600036621094","71.8100051879883","72.9800033569336","73.3407135009766","74.4700012207031","76.4442138671875","77.655143737793","","",
"Czechia","CZE","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.4800033569336","85.7799987792969","86.1399993896484","87.25","87.9899978637695","88.4000015258789","88.5299987792969","89.1600036621094","89.629997253418","89.7699966430664","90.2300033569336","90.5800018310547","90.5812530517578","90.6699981689453","90.9993286132812","91.4344177246094","91.1693878173828","","",
"Germany","DEU","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.4800033569336","77.620002746582","77.8499984741211","79.1100006103516","80.1600036621094","80.620002746582","81.129997253418","81.7200012207031","82.0500030517578","82.3099975585938","83","83.0800018310547","83.0100021362305","82.9806747436523","83.4599990844727","83.5707550048828","83.6999969482422","80.9400482177734","80.7969970703125","","",
"Djibouti","DJI","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6237201690674","","","","","","","",
"Dominica","DMA","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7700004577637","","","","","","","","","","","","","","","","","","","","52.510929107666","","","",
"Denmark","DNK","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.8400001525879","","","58.1599998474121","60.0400009155273","","","","","","","","84.2600021362305","82.2799987792969","","","75.8199996948242","78.7900009155273","72.6600036621094","72.2300033569336","73.120002746582","76","76.5500030517578","76.8399963378906","77.75","78.1800003051758","75.21484375","79.2799987792969","76.0538482666016","79.3199996948242","77.0769271850586","76.8023986816406","","",
"Dominican Republic","DOM","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","4.40000009536743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.9899997711182","22.7999992370605","24.5100002288818","25.6700000762939","27.2700004577637","26.4799995422363","28.7299995422363","29.7800006866455","29.7000007629395","32.2999992370605","32.2000007629395","32.9700012207031","34.5","35.310001373291","36.4300003051758","37.5999984741211","37.4000015258789","37.5999984741211","39.6699981689453","41.8899993896484","41.8699989318848","42.810001373291","43.7799987792969","36.0283203125","",
"Algeria","DZA","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","0.319999992847443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1499996185303","","25.4200000762939","","","13.9799995422363","","","","","","","","24.1083202362061","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","14.4200000762939","","","","","","","","15.4399995803833","","","","","","","","35.9099998474121","","","","","","","","","","","31.7199993133545","","31.8700008392334","","33.0099983215332","33.1100006103516","33.25","33.2099990844727","34.0400009155273","34.9099998474121","35.9000015258789","37.8600006103516","38.6399993896484","38.5200004577637","42.2299995422363","42.2599983215332","43.4599990844727","42.2799987792969","42.8899993896484","43.3499984741211","45.4300003051758","45.3800010681152","","",
