country,country_code,year,GB.XPD.RSDV.GD.ZS,indicator,indicator_code
Lower middle income,,2019,0.554684349125693,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lower middle income,,2015,0.546219264409639,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lower middle income,,2013,0.54854898924547,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Lower middle income,,2011,0.589546099407755,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2021,1.35008035412586,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2021,0.535467151204244,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2019,0.489831523213677,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2017,0.489832808791996,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2015,0.393373210663862,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2021,0.535467151204244,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2019,0.489831523213677,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2017,0.489832808791996,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2015,0.393373210663862,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Middle income,MIC,2022,2.08305278801213,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Middle income,MIC,2021,1.942363982328,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Middle income,MIC,2020,1.68029339182308,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Middle income,MIC,2019,1.48522721986677,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Middle income,MIC,2018,1.45561198328687,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Middle income,MIC,2017,1.37374760336302,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Middle income,MIC,2016,1.42250269521158,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Middle income,MIC,2015,1.38550225326135,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Middle income,MIC,2014,1.37301004184188,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Middle income,MIC,2013,1.2225256505665,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Middle income,MIC,2012,1.25393825381329,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Middle income,MIC,2011,1.14137554596751,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Middle income,MIC,2010,1.12432146132229,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
North America,NAC,2022,3.4406104827302,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
North America,NAC,2021,3.35575974719961,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
North America,NAC,2020,3.31649268428088,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
North America,NAC,2019,3.04196241095098,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
North America,NAC,2018,2.89298153309247,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
North America,NAC,2017,2.79075236954305,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
North America,NAC,2016,2.75351540027586,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
North America,NAC,2015,2.68778851646004,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
North America,NAC,2014,2.6155556369369,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
North America,NAC,2013,2.59750388479004,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
North America,NAC,2012,2.5809312724847,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
North America,NAC,2011,2.63912483221469,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
North America,NAC,2010,2.62715639447037,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
OECD members,OED,2022,3.02134849018388,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
OECD members,OED,2021,2.91262493625663,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
OECD members,OED,2020,2.93276230866233,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
OECD members,OED,2019,2.72073875975303,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
OECD members,OED,2018,2.65051457358431,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
OECD members,OED,2017,2.54477886826237,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
OECD members,OED,2016,2.51874045765558,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
OECD members,OED,2015,2.46909998056935,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
OECD members,OED,2014,2.43939155053211,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
OECD members,OED,2013,2.36175216196163,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
OECD members,OED,2012,2.37179060706792,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
OECD members,OED,2011,2.35395429425707,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
OECD members,OED,2010,2.32810905457262,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Other small states,OSS,2022,1.39581186810323,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Other small states,OSS,2021,1.43523800819687,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Other small states,OSS,2020,1.36802557327823,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Other small states,OSS,2019,1.21202165686627,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Other small states,OSS,2018,0.999116602922573,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Other small states,OSS,2017,1.0514338181708,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Post-demographic dividend,PST,2022,3.11978930144435,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Post-demographic dividend,PST,2021,2.99859485335914,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Post-demographic dividend,PST,2020,3.02391682507274,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Post-demographic dividend,PST,2019,2.80488332215612,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Post-demographic dividend,PST,2018,2.74442149465165,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Post-demographic dividend,PST,2017,2.63377539037295,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Post-demographic dividend,PST,2016,2.61241510085169,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Post-demographic dividend,PST,2015,2.56654386170601,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Post-demographic dividend,PST,2014,2.54824809243826,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Post-demographic dividend,PST,2013,2.46364771615751,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Post-demographic dividend,PST,2012,2.47284932929033,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Post-demographic dividend,PST,2011,2.45261036275476,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Post-demographic dividend,PST,2010,2.4232521206912,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Small states,SST,2018,0.859556304442946,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia,SAS,2020,0.629398075983869,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia,SAS,2019,0.659420013427734,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia,SAS,2018,0.641760000849041,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia,SAS,2017,0.64720144194447,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia,SAS,2016,0.649546133458787,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia,SAS,2015,0.670154879149706,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia,SAS,2014,0.678035592804138,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia,SAS,2013,0.682164919929025,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia,SAS,2012,0.743990004062653,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia,SAS,2011,0.755020022392273,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia,SAS,2010,0.762064155681154,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia (IDA & IBRD),TSA,2020,0.629398075983869,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia (IDA & IBRD),TSA,2019,0.659420013427734,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia (IDA & IBRD),TSA,2018,0.641760000849041,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia (IDA & IBRD),TSA,2017,0.64720144194447,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia (IDA & IBRD),TSA,2016,0.649546133458787,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia (IDA & IBRD),TSA,2015,0.670154879149706,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia (IDA & IBRD),TSA,2014,0.678035592804138,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia (IDA & IBRD),TSA,2013,0.682164919929025,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia (IDA & IBRD),TSA,2012,0.743990004062653,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia (IDA & IBRD),TSA,2011,0.755020022392273,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
South Asia (IDA & IBRD),TSA,2010,0.762064155681154,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Upper middle income,,2022,2.13512487789563,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Upper middle income,,2021,2.02293630338771,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Upper middle income,,2020,1.83352519642506,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Upper middle income,,2019,1.66757089581169,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Upper middle income,,2018,1.59474805682558,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Upper middle income,,2017,1.51870721247129,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Upper middle income,,2016,1.5502887036345,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Upper middle income,,2015,1.54751632669093,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Upper middle income,,2014,1.47302294569858,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Upper middle income,,2013,1.33624571016671,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Upper middle income,,2012,1.33004190383234,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Upper middle income,,2011,1.24185537144181,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Upper middle income,,2010,1.2022824017673,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
World,WLD,2022,2.67020560438145,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
World,WLD,2021,2.57635994710484,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
World,WLD,2020,2.48082195377728,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
World,WLD,2019,2.29349555945412,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
World,WLD,2018,2.23035595765113,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
World,WLD,2017,2.15429848491763,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
World,WLD,2016,2.16304064355103,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
World,WLD,2015,2.11769352507182,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
World,WLD,2014,2.09062330812223,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
World,WLD,2013,1.98215090237805,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
World,WLD,2012,2.02113820105483,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
World,WLD,2011,1.9899871027494,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
World,WLD,2010,2.00634722956809,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Algeria,DZA,2017,0.478650003671646,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Angola,AGO,2016,0.0322900004684925,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Argentina,ARG,2022,0.549470007419586,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Argentina,ARG,2021,0.522159993648529,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Argentina,ARG,2020,0.541260004043579,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Argentina,ARG,2019,0.478130012750626,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Argentina,ARG,2018,0.488299995660782,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Argentina,ARG,2017,0.556309998035431,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Argentina,ARG,2016,0.558149993419647,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Argentina,ARG,2015,0.622619986534119,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Argentina,ARG,2014,0.593959987163544,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Argentina,ARG,2013,0.618489980697632,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Argentina,ARG,2012,0.634909987449646,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Argentina,ARG,2011,0.565970003604889,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Argentina,ARG,2010,0.561039984226227,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Armenia,ARM,2022,0.209549993276596,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Armenia,ARM,2021,0.205569997429848,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Armenia,ARM,2020,0.209199994802475,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Armenia,ARM,2019,0.178540006279945,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Armenia,ARM,2018,0.188759997487068,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Armenia,ARM,2017,0.227880001068115,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Armenia,ARM,2016,0.233050003647804,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Armenia,ARM,2015,0.250019997358322,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Armenia,ARM,2014,0.241510003805161,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Armenia,ARM,2013,0.222159996628761,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Armenia,ARM,2012,0.238529995083809,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Armenia,ARM,2011,0.270139992237091,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Armenia,ARM,2010,0.241390004754066,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Australia,AUS,2021,1.8550900220871,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Australia,AUS,2019,1.82570004463196,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Australia,AUS,2017,1.87918996810913,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Australia,AUS,2015,1.91902005672455,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Australia,AUS,2013,2.17708992958069,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Australia,AUS,2011,2.23445010185242,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Australia,AUS,2010,2.37009000778198,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Austria,AUT,2022,3.20047998428345,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Austria,AUT,2021,3.26360988616943,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Austria,AUT,2020,3.20278000831604,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Austria,AUT,2019,3.13264989852905,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Austria,AUT,2018,3.09182000160217,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Austria,AUT,2017,3.05656003952026,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Austria,AUT,2016,3.11654996871948,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Austria,AUT,2015,3.04969000816345,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Austria,AUT,2014,3.08429002761841,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Austria,AUT,2013,2.95492005348206,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Austria,AUT,2012,2.91472005844116,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Austria,AUT,2011,2.66867995262146,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Austria,AUT,2010,2.72609996795654,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Azerbaijan,AZE,2022,0.151299998164177,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Azerbaijan,AZE,2021,0.208360001444817,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Azerbaijan,AZE,2020,0.223900005221367,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Azerbaijan,AZE,2019,0.200130000710487,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Azerbaijan,AZE,2018,0.184159994125366,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Azerbaijan,AZE,2017,0.184679999947548,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Azerbaijan,AZE,2016,0.206369996070862,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Azerbaijan,AZE,2015,0.222320005297661,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Azerbaijan,AZE,2014,0.209779992699623,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Azerbaijan,AZE,2013,0.209690004587173,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Azerbaijan,AZE,2012,0.214269995689392,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Azerbaijan,AZE,2011,0.210840001702309,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Azerbaijan,AZE,2010,0.218480005860329,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bahrain,BHR,2014,0.101159997284412,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belarus,BLR,2022,0.47477000951767,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belarus,BLR,2021,0.459809988737106,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belarus,BLR,2020,0.539009988307953,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belarus,BLR,2019,0.577329993247986,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belarus,BLR,2018,0.604430019855499,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belarus,BLR,2017,0.584110021591187,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belarus,BLR,2016,0.500630021095276,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belarus,BLR,2015,0.499989986419678,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belarus,BLR,2014,0.505479991436005,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belarus,BLR,2013,0.651910006999969,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belarus,BLR,2012,0.646030008792877,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belarus,BLR,2011,0.677600026130676,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belarus,BLR,2010,0.669130027294159,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belgium,BEL,2022,3.40544009208679,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belgium,BEL,2021,3.39239001274109,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belgium,BEL,2020,3.39175009727478,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belgium,BEL,2019,3.15659999847412,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belgium,BEL,2018,2.86017990112305,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belgium,BEL,2017,2.66666007041931,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belgium,BEL,2016,2.52338004112244,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belgium,BEL,2015,2.42816996574402,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belgium,BEL,2014,2.37001991271973,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belgium,BEL,2013,2.33072996139526,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belgium,BEL,2012,2.28114008903503,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belgium,BEL,2011,2.17332005500793,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Belgium,BEL,2010,2.06188011169434,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bermuda,BMU,2020,0.22545999288559,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bermuda,BMU,2019,0.264510005712509,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bermuda,BMU,2018,0.22851000726223,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bermuda,BMU,2015,0.195069998502731,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bermuda,BMU,2014,0.190830007195473,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bermuda,BMU,2013,0.196299999952316,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bermuda,BMU,2012,0.233549997210503,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bermuda,BMU,2011,0.261949986219406,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bermuda,BMU,2010,0.180500000715256,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bosnia and Herzegovina,BIH,2022,0.187429994344711,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bosnia and Herzegovina,BIH,2021,0.190349996089935,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bosnia and Herzegovina,BIH,2020,0.203250005841255,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bosnia and Herzegovina,BIH,2019,0.190009996294975,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bosnia and Herzegovina,BIH,2018,0.191990002989769,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bosnia and Herzegovina,BIH,2017,0.197799995541573,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bosnia and Herzegovina,BIH,2016,0.213369995355606,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bosnia and Herzegovina,BIH,2015,0.21603000164032,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bosnia and Herzegovina,BIH,2014,0.257250010967255,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bosnia and Herzegovina,BIH,2013,0.321319997310638,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bosnia and Herzegovina,BIH,2012,0.265329986810684,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Botswana,BWA,2013,0.560999989509583,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Botswana,BWA,2012,0.26758998632431,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Brazil,BRA,2020,1.14525997638702,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Brazil,BRA,2019,1.21096003055573,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Brazil,BRA,2018,1.16769003868103,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Brazil,BRA,2017,1.11749994754791,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Brazil,BRA,2016,1.28637003898621,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Brazil,BRA,2015,1.37092995643616,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Brazil,BRA,2014,1.26970994472504,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Brazil,BRA,2013,1.19567000865936,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Brazil,BRA,2012,1.12683999538422,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Brazil,BRA,2011,1.13966000080109,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Brazil,BRA,2010,1.15991997718811,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Brunei Darussalam,BRN,2018,0.277640014886856,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bulgaria,BGR,2022,0.754209995269775,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bulgaria,BGR,2021,0.772780001163483,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bulgaria,BGR,2020,0.849669992923737,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bulgaria,BGR,2019,0.832740008831024,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bulgaria,BGR,2018,0.754130005836487,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bulgaria,BGR,2017,0.740369975566864,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bulgaria,BGR,2016,0.770089983940125,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bulgaria,BGR,2015,0.949469983577728,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
