country,country_code,year,GB.XPD.RSDV.GD.ZS,indicator,indicator_code
Bulgaria,BGR,2014,0.790069997310638,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bulgaria,BGR,2013,0.634239971637726,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bulgaria,BGR,2012,0.600390017032623,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bulgaria,BGR,2011,0.529500007629395,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Bulgaria,BGR,2010,0.562990009784698,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Burkina Faso,BFA,2021,0.251260012388229,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Burkina Faso,BFA,2020,0.251159995794296,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Burkina Faso,BFA,2019,0.174349993467331,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Burkina Faso,BFA,2017,0.613610029220581,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Burkina Faso,BFA,2014,0.197190001606941,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Burundi,BDI,2018,0.213119998574257,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Burundi,BDI,2012,0.107019998133183,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Burundi,BDI,2010,0.137189999222755,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cabo Verde,CPV,2011,0.0662200003862381,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cambodia,KHM,2015,0.118230000138283,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Canada,CAN,2022,1.71166002750397,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Canada,CAN,2021,1.86431002616882,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Canada,CAN,2020,1.93413996696472,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Canada,CAN,2019,1.75577998161316,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Canada,CAN,2018,1.73720002174377,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Canada,CAN,2017,1.68701994419098,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Canada,CAN,2016,1.72903001308441,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Canada,CAN,2015,1.69359004497528,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Canada,CAN,2014,1.7148300409317,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Canada,CAN,2013,1.70624005794525,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Canada,CAN,2012,1.77304005622864,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Canada,CAN,2011,1.78714001178741,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Canada,CAN,2010,1.82503998279572,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Chad,TCD,2016,0.300500005483627,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Chile,CHL,2021,0.360410004854202,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Chile,CHL,2020,0.335249990224838,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Chile,CHL,2019,0.342429995536804,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Chile,CHL,2018,0.369159996509552,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Chile,CHL,2017,0.356790006160736,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Chile,CHL,2016,0.371030002832413,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Chile,CHL,2015,0.382959991693497,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Chile,CHL,2014,0.376679986715317,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Chile,CHL,2013,0.390300005674362,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Chile,CHL,2012,0.362129986286163,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Chile,CHL,2011,0.352880001068115,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Chile,CHL,2010,0.331649988889694,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
China,CHN,2022,2.55518007278442,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
China,CHN,2021,2.4326000213623,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
China,CHN,2020,2.40666007995605,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
China,CHN,2019,2.2446300983429,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
China,CHN,2018,2.14057993888855,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
China,CHN,2017,2.11602997779846,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
China,CHN,2016,2.10033011436462,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
China,CHN,2015,2.05700993537903,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
China,CHN,2014,2.02242994308472,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
China,CHN,2013,1.99785995483398,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
China,CHN,2012,1.91214001178741,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
China,CHN,2011,1.78033995628357,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
China,CHN,2010,1.7137199640274,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Colombia,COL,2020,0.289400011301041,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Colombia,COL,2019,0.322010010480881,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Colombia,COL,2018,0.312330007553101,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Colombia,COL,2017,0.261090010404587,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Colombia,COL,2016,0.270509988069534,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Colombia,COL,2015,0.365420013666153,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Colombia,COL,2014,0.303169995546341,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Colombia,COL,2013,0.257609993219376,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Colombia,COL,2012,0.221159994602203,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Colombia,COL,2011,0.198420003056526,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Colombia,COL,2010,0.193580001592636,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Congo, Dem. Rep.",COD,2015,0.406379997730255,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Congo, Rep.",COG,2022,0.383390009403229,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Costa Rica,CRI,2022,0.33788999915123,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Costa Rica,CRI,2021,0.273849993944168,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Costa Rica,CRI,2020,0.330020010471344,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Costa Rica,CRI,2018,0.3714399933815,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Costa Rica,CRI,2017,0.425870001316071,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Costa Rica,CRI,2016,0.443349987268448,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Costa Rica,CRI,2015,0.436650007963181,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Costa Rica,CRI,2014,0.556270003318787,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Costa Rica,CRI,2013,0.542530000209808,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Costa Rica,CRI,2012,0.547129988670349,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Costa Rica,CRI,2011,0.462350010871887,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Costa Rica,CRI,2010,0.479900002479553,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cote d'Ivoire,CIV,2016,0.069750003516674,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Croatia,HRV,2022,1.40322995185852,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Croatia,HRV,2021,1.23124003410339,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Croatia,HRV,2020,1.22988998889923,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Croatia,HRV,2019,1.07026994228363,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Croatia,HRV,2018,0.943120002746582,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Croatia,HRV,2017,0.841499984264374,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Croatia,HRV,2016,0.844330012798309,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Croatia,HRV,2015,0.823780000209808,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Croatia,HRV,2014,0.769020020961761,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Croatia,HRV,2013,0.795130014419556,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Croatia,HRV,2012,0.737249970436096,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Croatia,HRV,2011,0.736459970474243,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Croatia,HRV,2010,0.730549991130829,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cuba,CUB,2022,0.360119998455048,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cuba,CUB,2021,0.322820007801056,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cuba,CUB,2020,0.518379986286163,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cuba,CUB,2019,0.553080022335052,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cuba,CUB,2018,0.536909997463226,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cuba,CUB,2017,0.430660009384155,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cuba,CUB,2016,0.34222999215126,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cuba,CUB,2015,0.428539991378784,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cuba,CUB,2014,0.415960013866425,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cuba,CUB,2013,0.474669992923737,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cuba,CUB,2012,0.407160013914108,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cuba,CUB,2011,0.271919995546341,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cuba,CUB,2010,0.6076700091362,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cyprus,CYP,2022,0.745270013809204,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cyprus,CYP,2021,0.800300002098083,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cyprus,CYP,2020,0.83653998374939,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cyprus,CYP,2019,0.709450006484985,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cyprus,CYP,2018,0.614049971103668,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cyprus,CYP,2017,0.542590022087097,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cyprus,CYP,2016,0.519699990749359,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cyprus,CYP,2015,0.47529000043869,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cyprus,CYP,2014,0.512049973011017,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cyprus,CYP,2013,0.484849989414215,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cyprus,CYP,2012,0.437649995088577,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cyprus,CYP,2011,0.452630013227463,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Cyprus,CYP,2010,0.442919999361038,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Czechia,CZE,2022,1.96420001983643,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Czechia,CZE,2021,1.99600994586945,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Czechia,CZE,2020,1.98599004745483,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Czechia,CZE,2019,1.92734003067017,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Czechia,CZE,2018,1.89906001091003,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Czechia,CZE,2017,1.76855003833771,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Czechia,CZE,2016,1.67002999782562,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Czechia,CZE,2015,1.91689002513885,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Czechia,CZE,2014,1.95833003520966,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Czechia,CZE,2013,1.87924003601074,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Czechia,CZE,2012,1.76967000961304,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Czechia,CZE,2011,1.54477000236511,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Czechia,CZE,2010,1.32669997215271,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Denmark,DNK,2022,2.89051008224487,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Denmark,DNK,2021,2.76142001152039,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Denmark,DNK,2020,2.97257995605469,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Denmark,DNK,2019,2.89685010910034,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Denmark,DNK,2018,2.96602988243103,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Denmark,DNK,2017,2.93124008178711,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Denmark,DNK,2016,3.09282994270325,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Denmark,DNK,2015,3.05497002601624,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Denmark,DNK,2014,2.9140899181366,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Denmark,DNK,2013,2.97047996520996,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Denmark,DNK,2012,2.98125004768372,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Denmark,DNK,2011,2.94464993476868,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Denmark,DNK,2010,2.91706991195679,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ecuador,ECU,2014,0.438389986753464,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ecuador,ECU,2013,0.374229997396469,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ecuador,ECU,2012,0.333079993724823,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ecuador,ECU,2011,0.341149985790253,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ecuador,ECU,2010,0.411269992589951,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Egypt, Arab Rep.",EGY,2022,1.01968002319336,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Egypt, Arab Rep.",EGY,2021,0.911750018596649,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Egypt, Arab Rep.",EGY,2020,0.915639996528625,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Egypt, Arab Rep.",EGY,2019,0.796169996261597,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Egypt, Arab Rep.",EGY,2018,0.688390016555786,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Egypt, Arab Rep.",EGY,2017,0.644860029220581,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Egypt, Arab Rep.",EGY,2016,0.708480000495911,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Egypt, Arab Rep.",EGY,2015,0.718580007553101,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Egypt, Arab Rep.",EGY,2014,0.636489987373352,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Egypt, Arab Rep.",EGY,2013,0.638949990272522,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Egypt, Arab Rep.",EGY,2012,0.508989989757538,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Egypt, Arab Rep.",EGY,2011,0.531539976596832,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Egypt, Arab Rep.",EGY,2010,0.433450013399124,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
El Salvador,SLV,2022,0.142800003290176,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
El Salvador,SLV,2021,0.162520006299019,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
El Salvador,SLV,2020,0.162990003824234,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
El Salvador,SLV,2019,0.174769997596741,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
El Salvador,SLV,2018,0.165309995412827,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
El Salvador,SLV,2017,0.180779993534088,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
El Salvador,SLV,2016,0.144930005073547,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
El Salvador,SLV,2015,0.143480002880096,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
El Salvador,SLV,2014,0.0937699973583221,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
El Salvador,SLV,2013,0.0638699978590012,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
El Salvador,SLV,2012,0.0339699983596802,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
El Salvador,SLV,2011,0.0355000011622906,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
El Salvador,SLV,2010,0.0780600011348724,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Estonia,EST,2022,1.78205001354218,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Estonia,EST,2021,1.76766002178192,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Estonia,EST,2020,1.75314998626709,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Estonia,EST,2019,1.62057995796204,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Estonia,EST,2018,1.40998995304108,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Estonia,EST,2017,1.27684998512268,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Estonia,EST,2016,1.24305999279022,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Estonia,EST,2015,1.4677699804306,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Estonia,EST,2014,1.43023002147675,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Estonia,EST,2013,1.72412002086639,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Estonia,EST,2012,2.12480998039246,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Estonia,EST,2011,2.30521988868713,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Estonia,EST,2010,1.57898998260498,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Eswatini,SWZ,2015,0.267540007829666,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ethiopia,ETH,2017,0.274370014667511,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ethiopia,ETH,2013,0.604740023612976,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ethiopia,ETH,2010,0.241370007395744,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Finland,FIN,2022,2.96468997001648,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Finland,FIN,2021,2.98850011825562,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Finland,FIN,2020,2.91243004798889,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Finland,FIN,2019,2.79960989952087,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Finland,FIN,2018,2.75748991966248,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Finland,FIN,2017,2.72786998748779,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Finland,FIN,2016,2.72442007064819,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Finland,FIN,2015,2.87195992469788,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Finland,FIN,2014,3.14751005172729,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Finland,FIN,2013,3.27136993408203,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Finland,FIN,2012,3.3983199596405,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Finland,FIN,2011,3.61806011199951,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Finland,FIN,2010,3.70531988143921,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
France,FRA,2022,2.23311996459961,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
France,FRA,2021,2.21808004379272,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
France,FRA,2020,2.27464008331299,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
France,FRA,2019,2.19179010391235,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
France,FRA,2018,2.19666004180908,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
France,FRA,2017,2.1988799571991,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
France,FRA,2016,2.22237992286682,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
France,FRA,2015,2.2270200252533,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
France,FRA,2014,2.27591991424561,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
France,FRA,2013,2.23703002929688,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
France,FRA,2012,2.22707009315491,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
France,FRA,2011,2.19161009788513,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
France,FRA,2010,2.17857003211975,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Gambia, The",GMB,2018,0.0693299993872643,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
"Gambia, The",GMB,2011,0.0847999975085258,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Georgia,GEO,2022,0.234699994325638,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Georgia,GEO,2021,0.248750001192093,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Georgia,GEO,2020,0.297650009393692,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Georgia,GEO,2019,0.281969994306564,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Georgia,GEO,2018,0.275730013847351,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Georgia,GEO,2017,0.266449987888336,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Georgia,GEO,2016,0.280250012874603,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Georgia,GEO,2015,0.293969988822937,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Georgia,GEO,2014,0.169909998774529,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Georgia,GEO,2013,0.0771000012755394,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Germany,DEU,2022,3.13235998153687,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Germany,DEU,2021,3.12881994247437,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Germany,DEU,2020,3.13136005401611,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Germany,DEU,2019,3.16701006889343,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Germany,DEU,2018,3.11011004447937,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Germany,DEU,2017,3.04710006713867,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Germany,DEU,2016,2.94039011001587,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Germany,DEU,2015,2.9337899684906,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Germany,DEU,2014,2.87784004211426,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Germany,DEU,2013,2.8359899520874,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Germany,DEU,2012,2.88165998458862,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Germany,DEU,2011,2.80555009841919,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Germany,DEU,2010,2.73024010658264,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Ghana,GHA,2010,0.376549988985062,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Greece,GRC,2022,1.48596000671387,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Greece,GRC,2021,1.45782005786896,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Greece,GRC,2020,1.51148998737335,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Greece,GRC,2019,1.27498996257782,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Greece,GRC,2018,1.21370995044708,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Greece,GRC,2017,1.15227997303009,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Greece,GRC,2016,1.00529003143311,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Greece,GRC,2015,0.966050028800964,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Greece,GRC,2014,0.839980006217957,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Greece,GRC,2013,0.814779996871948,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Greece,GRC,2012,0.710049986839294,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Greece,GRC,2011,0.684260010719299,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
